Time	DO	OURex
min	mg/l	mg/l/min
1.614845	7.89328433	0.49666068
1.63073	7.87836034	0.49480116
1.646095	7.88053569	0.49294506
1.66380333	7.88439573	0.49057944
1.68151167	7.86729895	0.48874806
1.696615	7.86849105	0.48640344
1.71458333	7.87558819	0.48461862
1.73203167	7.87175043	0.48365538
1.74974	7.87758873	0.4842066
1.76953167	7.86602584	0.48574938
1.78698	7.8422964	0.48555612
1.80338667	7.83389106	0.48438714
1.81979167	7.82878106	0.4838115
1.83567833	7.83475469	0.48346524
1.85390667	7.8377808	0.4837053
1.871615	7.82186814	0.4840482
1.88776167	7.82300748	0.4848912
1.90468833	7.81580893	0.48670038
1.92005333	7.79497658	0.48764238
1.93619833	7.78966095	0.4879425
1.953125	7.7844667	0.48809634
1.97005333	7.78710848	0.48727914
1.98828167	7.7914281	0.4873287
2.00599	7.77967786	0.48860232
2.021875	7.77163648	0.48969042
2.03880333	7.76297646	0.49131576
2.05390667	7.75776306	0.4931781
2.071355	7.75563954	0.49372644
2.08776167	7.74978466	0.49350438
2.10494833	7.75416217	0.49445514
2.12239667	7.74832436	0.49684314
2.13932333	7.74340266	0.49933656
2.15625	7.74171368	0.50172828
2.17291667	7.73273512	0.50445228
2.18958333	7.71591196	0.50718756
2.20573	7.71824728	0.5092416
2.22265667	7.71898008	0.51093564
2.23880333	7.70093024	0.51171936
2.25494833	7.70293064	0.51280464
2.27239667	7.70588967	0.5151678
2.28958333	7.69518808	0.51692478
2.30625	7.68994745	0.51794724
2.32291667	7.68449481	0.51901146
2.33854167	7.68248212	0.5208138
2.35573	7.68040527	0.5236683
2.37291667	7.66659676	0.52617696
2.38906333	7.66147298	0.52775286
2.40625	7.65900849	0.52891332
2.42291667	7.65045739	0.52991022
2.43958333	7.63816527	0.5301945
2.45625	7.61454544	0.52886466
2.471095	7.61378576	0.52685868
2.48724	7.62096156	0.5257191
2.50416667	7.62688393	0.52556244
2.52265667	7.62845925	0.5261145
2.53958333	7.61009571	0.52659684
2.55625	7.60362752	0.52672422
2.57291667	7.59617433	0.5272155
2.58958333	7.58064567	0.52760664
2.60547	7.58358969	0.5268867
2.62291667	7.58880165	0.5268498
2.63880333	7.58094814	0.52790856
2.65573	7.57591871	0.52822062
2.67265667	7.57125265	0.52799604
2.68958333	7.56325565	0.5278614
2.70625	7.5542046	0.52712286
2.72239667	7.54362443	0.52584324
2.73724	7.54247953	0.52427262
2.753125	7.54845135	0.52351896
2.77057333	7.54881386	0.52405866
2.78828167	7.54562146	0.52580736
2.80625	7.53392413	0.52752702
2.82291667	7.5245727	0.527505
2.840365	7.51884836	0.52635054
2.85625	7.50842868	0.52516728
2.871355	7.50134707	0.52375674
2.88776167	7.50071315	0.5224644
2.90442833	7.4992401	0.52158678
2.92057333	7.4983721	0.52083354
2.93672	7.49413079	0.52053198
2.953125	7.48729964	0.51992382
2.96927167	7.48817402	0.51959718
2.98645833	7.49113154	0.5208975
3.00338667	7.49341105	0.5234022
3.021355	7.48844761	0.5260842
3.03932333	7.48318482	0.52899198
3.05625	7.47416903	0.53085198
3.07265667	7.46141401	0.53185044
3.08958333	7.45796148	0.5331402
3.10625	7.44762021	0.53340582
3.12291667	7.43530017	0.53177952
3.13802167	7.43968501	0.53010474
3.15520833	7.44551143	0.53032662
3.17213667	7.43110479	0.53042538
3.18776167	7.42613388	0.5295774
3.20520833	7.42863801	0.52880112
3.221615	7.42463304	0.52855878
3.23854167	7.41595723	0.52787742
3.25442833	7.4061174	0.52755438
3.27031333	7.40008065	0.52799046
3.28593833	7.39123961	0.52765308
3.30156333	7.37956738	0.5260848
3.315625	7.38521996	0.52389216
3.33307333	7.38436568	0.52183698
3.346615	7.37249788	0.52001916
3.36224	7.38146401	0.51854298
3.37890667	7.39043359	0.51820104
3.39739667	7.37822247	0.5182533
3.41276167	7.36134542	0.51743706
3.42942833	7.35956104	0.51635706
3.44557333	7.35884534	0.51491214
3.46224	7.35572618	0.51353676
3.47890667	7.3550248	0.51285042
3.49583333	7.35643132	0.51225738
3.51354167	7.34510524	0.51120414
3.52968833	7.32905953	0.50909598
3.54583333	7.33585138	0.50630934
3.56328167	7.34329959	0.50441514
3.58020833	7.33705917	0.50267556
3.596355	7.33447058	0.50150676
3.61406333	7.32740173	0.5012466
3.62994833	7.31828447	0.49991082
3.646355	7.32623702	0.49911336
3.66328167	7.32808436	0.50072106
3.68020833	7.31914346	0.50220306
3.696615	7.31387566	0.5022621
3.71276167	7.30563029	0.50226846
3.73020833	7.30897084	0.50194584
3.74713667	7.30207477	0.5018499
3.7625	7.29682933	0.50114862
3.78047	7.29776966	0.50059014
3.796875	7.27590309	0.49974672
3.81224	7.2768749	0.49797012
3.82968833	7.28204068	0.4973067
3.846095	7.2811756	0.49796226
3.86380333	7.28522477	0.4988397
3.88099	7.26840838	0.49921962
3.89557333	7.26716921	0.49912806
3.91328167	7.28138808	0.49954338
3.93047	7.26777226	0.50018322
3.94557333	7.260424	0.500445
3.96380333	7.26624008	0.50133294
3.97994833	7.25956319	0.5027538
3.99557333	7.25687509	0.50415204
4.01354167	7.25137711	0.50520372
4.02890667	7.24824883	0.505959
4.04791667	7.24886192	0.5066199
4.064845	7.24057463	0.50766
4.08125	7.23374702	0.5085069
4.09583333	7.2306633	0.50894706
4.11276167	7.22358303	0.50908248
4.12890667	7.22032117	0.50921304
4.14739667	7.21447674	0.508911
4.16224	7.20723074	0.50765028
4.17916667	7.21274816	0.50710692
4.19583333	7.21356981	0.5075829
4.21354167	7.20488829	0.50720568
4.22890667	7.19650862	0.50569188
4.246355	7.19639852	0.50472324
4.26224	7.20431752	0.5049726
4.27890667	7.20531334	0.50604252
4.296355	7.19650292	0.50748654
4.31224	7.19961004	0.50973504
4.33073	7.1948645	0.51245076
4.34557333	7.19622479	0.515154
4.36380333	7.2015555	0.51847746
4.38203167	7.1909263	0.52145862
4.39739667	7.17847426	0.52357044
4.41224	7.17803253	0.5255325
4.42994833	7.17897031	0.52761606
4.44557333	7.17864122	0.53012532
4.46354167	7.17090141	0.53137944
4.47994833	7.15512573	0.53041404
4.49557333	7.15803536	0.52936506
4.51380333	7.15615825	0.52900068
4.52916667	7.14775676	0.52842696
4.54557333	7.15243495	0.52842282
4.56380333	7.1424838	0.52835184
4.57890667	7.14168618	0.52677558
4.59713667	7.14044237	0.5258739
4.61224	7.13471991	0.52605768
4.62994833	7.12983323	0.52679394
4.64557333	7.12709112	0.5276112
4.66380333	7.12914426	0.5280345
4.67890667	7.12810119	0.52845234
4.696615	7.12482949	0.52926642
4.7125	7.12025837	0.5297298
4.73073	7.11510106	0.52963524
4.74583333	7.10799268	0.52797426
4.76224	7.11798758	0.5265219
4.78020833	7.11865943	0.5275533
4.79557333	7.10266112	0.52807932
4.81224	7.09722467	0.52795656
4.82890667	7.08998336	0.52826232
4.84557333	7.07791452	0.52560606
4.86224	7.06875718	0.52183194
4.87890667	7.06969058	0.51853038
4.89557333	7.07258976	0.51638538
4.91224	7.0663567	0.51397164
4.92890667	7.06650603	0.51160482
4.94557333	7.06031009	0.50977032
4.96224	7.05650294	0.50771766
4.97890667	7.05627888	0.5056026
4.99557333	7.0481459	0.50291556
5.01328167	7.09009386	0.50228784
5.04791667	7.09300843	0.50537082
5.06875	7.06732199	0.50752698
5.090625	7.07417088	0.5083608
5.11640667	7.06515362	0.5107308
5.13463667	7.04327852	0.51163848
5.15182333	7.07523805	0.512298
5.18489667	7.0799237	0.51509712
5.208855	7.0555464	0.51710694
5.22630333	7.02795262	0.51652482
5.24244833	7.02778856	0.5147883
5.26119833	7.03828298	0.51470334
5.27890667	7.03471868	0.51591906
5.29817833	7.02978862	0.51675504
5.31770833	7.03635571	0.51742152
5.339845	7.04389859	0.51858618
5.36276167	7.03535169	0.52000356
5.38151167	7.0133053	0.5222448
5.39948	7.0082938	0.5240436
5.41797	7.00944465	0.52456056
5.43515667	6.98299245	0.52474944
5.446355	6.98033185	0.52346916
5.46432333	6.99856429	0.52226904
5.48151167	6.99960312	0.52318482
5.49843833	7.00318662	0.52414842
5.514845	6.99996362	0.525039
5.53307333	6.99393524	0.52533846
5.54922	6.99409329	0.52599372
5.565625	6.98267534	0.5273286
5.58125	6.97820142	0.5280225
5.59869833	6.97230927	0.52792116
5.615625	6.96549367	0.52685868
5.63177167	6.97053383	0.52634076
5.64843833	6.9592561	0.52495788
5.665365	6.96200498	0.52155768
5.68177167	6.97814448	0.51999756
5.7	6.97348405	0.51984642
5.71614667	6.96596281	0.51822168
5.733595	6.96391003	0.51734052
5.74948	6.97020103	0.51748392
5.77474	6.9755773	0.51684642
5.80104167	6.96673872	0.51680112
5.81953167	6.96641275	0.5182716
5.84114667	6.96569156	0.52012362
5.858855	6.94219628	0.52002384
5.87526167	6.93702622	0.51823992
5.890625	6.93154272	0.5161731
5.90573	6.94363769	0.51435624
5.927865	6.9567587	0.5138355
5.94895833	6.94834252	0.51413748
5.96614667	6.93529931	0.51441576
5.98307333	6.92720975	0.51368094
6.002865	6.92011798	0.511971
6.01927167	6.92702726	0.51116784
6.03645833	6.92915666	0.51191292
6.052605	6.920873	0.51192996
6.06744833	6.92966126	0.51251916
6.08541667	6.92677025	0.51433416
6.10052167	6.91868973	0.51518844
6.11849	6.91411488	0.5148228
6.13489667	6.9040883	0.51359568
6.15156333	6.90226563	0.51142128
6.16718833	6.91558805	0.51019866
6.18567833	6.92994927	0.5110974
6.202345	6.92050245	0.51366528
6.21901167	6.90877481	0.51546672
6.23515667	6.91656947	0.51675762
6.25078167	6.91092948	0.51835218
6.26797	6.89482285	0.5183118
6.28489667	6.89378376	0.51685536
6.30182333	6.89370014	0.51554172
6.31875	6.89085717	0.51470826
6.33567833	6.89589345	0.51396504
6.35156333	6.89194462	0.51296268
6.36797	6.88063849	0.51074346
6.384375	6.87704896	0.50808252
6.40182333	6.88413569	0.50624268
6.41875	6.88768751	0.5058012
6.434115	6.87926622	0.5059446
6.45104167	6.88479035	0.50647362
6.46849	6.88569986	0.50724582
6.48515667	6.87226716	0.50634174
6.502345	6.86753176	0.50441952
6.51875	6.86945678	0.50297742
6.533855	6.88178671	0.50332818
6.55078167	6.88116714	0.50531976
6.56770833	6.8713411	0.50666886
6.584115	6.86884958	0.50701776
6.60104167	6.86959492	0.50780526
6.61875	6.8630053	0.50859246
6.63515667	6.8562021	0.50822124
6.65156333	6.86309098	0.50824038
6.66849	6.86627595	0.50946174
6.68515667	6.86913033	0.5108823
6.70182333	6.86961026	0.5120955
6.71875	6.86286751	0.51320154
6.73489667	6.84855712	0.51328848
6.75078167	6.84538269	0.51235026
6.76744833	6.85211675	0.51230472
6.78307333	6.85204695	0.5130735
6.80052167	6.8512413	0.51339966
6.81666667	6.8551472	0.51463092
6.83333333	6.85308798	0.5169021
6.84948	6.84879987	0.51860088
6.86666667	6.83800206	0.51925668
6.88333333	6.82998404	0.51885072
6.89791667	6.84867752	0.51922074
6.91458333	6.85166411	0.52145148
6.93203167	6.84227553	0.5239548
6.94765667	6.83493478	0.52539996
6.96354167	6.83124399	0.52504482
6.98073	6.82925367	0.5245188
6.996875	6.83013008	0.5246487
7.01380333	6.83311292	0.524994
7.03151167	6.83269413	0.52637898
7.04791667	6.82648457	0.52817538
7.06354167	6.82422042	0.52965042
7.08177167	6.81493424	0.52978986
7.096875	6.8101163	0.52855638
7.11354167	6.81722565	0.52786788
7.13099	6.81100146	0.52756872
7.14765667	6.80188381	0.52615548
7.16406333	6.80594012	0.52450506
7.18099	6.80677734	0.52403418
7.196615	6.79585739	0.5231337
7.2125	6.80327277	0.5217822
7.23047	6.82156592	0.5224311
7.26172	6.81921523	0.52407216
7.27864667	6.79980114	0.5246295
7.296615	6.79446085	0.5241897
7.31302167	6.79162158	0.52335132
7.32994833	6.78999647	0.52182666
7.346095	6.78621703	0.51979854
7.36276167	6.78653368	0.51814128
7.38047	6.7867863	0.51635382
7.39739667	6.7819332	0.51385374
7.41432333	6.78508598	0.5121018
7.43151167	6.79345993	0.51172236
7.44948	6.79118123	0.5118657
7.46718833	6.78266519	0.51115878
7.483855	6.78203032	0.50932446
7.50130333	6.7807586	0.5076609
7.514845	6.77481848	0.50688156
7.52890667	6.77529058	0.50714346
7.54557333	6.78146639	0.50759586
7.56224	6.77958806	0.50751498
7.57890667	6.77209803	0.50657364
7.59557333	6.76547876	0.50420832
7.61224	6.76285342	0.50140122
7.62890667	6.76595148	0.49913226
7.64557333	6.7707913	0.49812042
7.66224	6.77250794	0.49759572
7.67890667	6.76758139	0.49702878
7.69557333	6.77380918	0.49735188
7.71328167	6.77973059	0.49913982
7.73073	6.76649164	0.50068326
7.746615	6.76306598	0.50090664
7.76354167	6.77197304	0.50203458
7.77890667	6.76389128	0.50363556
7.796875	6.75714831	0.50312106
7.81380333	6.75140761	0.50124366
7.82994833	6.74932838	0.4996242
7.84713667	6.75804348	0.49911876
7.865105	6.76967521	0.49998216
7.889845	6.76893395	0.50173098
7.90703167	6.76216833	0.5035473
7.92317833	6.75649909	0.5048211
7.93958333	6.7628461	0.50605872
7.96718833	6.76364695	0.50784576
7.98203167	6.74814125	0.50892792
7.99765667	6.74849432	0.50896806
8.01302167	6.75541387	0.50968644
8.02994833	6.75179595	0.51107724
8.046875	6.75391756	0.51249978
8.06458333	6.7444054	0.51355974
8.08047	6.7316466	0.5135979
8.096875	6.74063969	0.51356076
8.11458333	6.74138489	0.51374508
8.13073	6.74000866	0.51393768
8.146095	6.74563656	0.51475806
8.16328167	6.75072637	0.51694608
8.17968833	6.75316454	0.52001958
8.196875	6.74413061	0.5223114
8.21354167	6.74120149	0.5233638
8.22994833	6.73525193	0.52412394
8.24713667	6.73191365	0.52443066
8.26432333	6.72996492	0.52397868
8.28125	6.7198697	0.52268976
8.296355	6.72554494	0.52145028
8.31380333	6.72399177	0.5208963
8.33073	6.71043045	0.51927984
8.346355	6.70961862	0.5167974
8.3625	6.71780981	0.51517266
8.38047	6.72408415	0.51503346
8.39739667	6.72614925	0.51576414
8.41354167	6.72532392	0.51638316
8.43099	6.72420305	0.51650514
8.44739667	6.71676599	0.51629394
8.465105	6.71240927	0.5156649
8.483595	6.71472435	0.51475956
8.50026167	6.71666325	0.51392352
8.51718833	6.71245495	0.51297504
8.534375	6.71293645	0.51257412
8.55182333	6.71183004	0.51301836
8.56875	6.70328914	0.5125848
8.58333333	6.69986941	0.51115002
8.60078167	6.7021568	0.50967918
8.61849	6.70481589	0.50858664
8.63463667	6.7047024	0.50822784
8.65156333	6.70425135	0.50796102
8.66797	6.70353692	0.50760684
8.68515667	6.70287377	0.50766966
8.702345	6.70093648	0.5076933
8.72031333	6.6940598	0.5065872
8.73567833	6.68760615	0.50439678
8.75026167	6.6981804	0.5030754
8.76770833	6.70430366	0.50327532
8.78307333	6.70628088	0.50429706
8.79895833	6.70497931	0.50558934
8.81458333	6.69614484	0.50631396
8.82968833	6.69946521	0.50715738
8.846875	6.70140179	0.50864472
8.86328167	6.70267415	0.51019452
8.88020833	6.70337461	0.51210204
8.896615	6.70259242	0.51436194
8.91302167	6.69814147	0.51622728
8.93020833	6.69418772	0.51727692
8.94713667	6.68971007	0.51780726
8.96406333	6.68856684	0.51801054
8.98151167	6.68283773	0.51769416
8.99791667	6.67945837	0.5170353
9.014845	6.68885235	0.51707592
9.03177167	6.69283336	0.51847626
9.04922	6.69088221	0.5201208
9.065365	6.68911225	0.52132044
9.08177167	6.67988141	0.52182762
9.09739667	6.67408054	0.52121958
9.11380333	6.67613583	0.52068174
9.13099	6.68182826	0.5212983
9.14817833	6.6821407	0.52251978
9.165365	6.67961009	0.52336434
9.18177167	6.68264394	0.52402032
9.19817833	6.68230286	0.5249142
9.215625	6.67480857	0.52537758
9.23099	6.66111426	0.5242836
9.246615	6.66672084	0.52267686
9.26328167	6.67651957	0.52241826
9.27968833	6.67322156	0.52316442
9.296615	6.66487813	0.52335732
9.31354167	6.65684644	0.5221593
9.33020833	6.65811942	0.52018008
9.346875	6.66156168	0.51841962
9.36380333	6.66577425	0.51758526
9.38229167	6.6574786	0.51652122
9.39817833	6.6498545	0.51424044
9.41328167	6.65619364	0.5119935
9.43047	6.65951955	0.51057966
9.44739667	6.65868965	0.50936748
9.46302167	6.65781372	0.50814144
9.47994833	6.65496613	0.50709852
9.496875	6.65438629	0.50610792
9.51354167	6.65975196	0.50548926
9.53177167	6.65995337	0.50555904
9.54922	6.65716032	0.50577852
9.565625	6.65092641	0.50533614
9.58099	6.64057941	0.5035314
9.59817833	6.64381945	0.50097894
9.61640667	6.64985018	0.49913286
9.63151167	6.65027986	0.49799256
9.646615	6.65568486	0.49762416
9.66302167	6.65562631	0.49790016
9.68047	6.64848148	0.49731474
9.696615	6.64495784	0.4958373
9.71328167	6.64917355	0.49466004
9.72994833	6.65248745	0.49412544
9.74713667	6.64780803	0.49358148
9.76354167	6.65208875	0.49355364
9.78099	6.66398535	0.49550742
9.79869833	6.65799409	0.49809624
9.815625	6.65044528	0.49938234
9.83151167	6.64893871	0.49983582
9.84817833	6.64683353	0.50002734
9.86432333	6.64973242	0.50082312
9.88047	6.65040123	0.50242482
9.896355	6.64784348	0.50375232
9.91406333	6.64488953	0.50428572
9.93020833	6.65127608	0.50533974
9.94713667	6.65387394	0.50763984
9.965625	6.64599975	0.50971668
9.98020833	6.64117241	0.51065142
9.99557333	6.64099991	0.5112351
10.01224	6.64070045	0.5117409
10.0289067	6.63797579	0.51198948
10.0455733	6.63750321	0.51212196
10.06224	6.63419367	0.51210666
10.0789067	6.63396985	0.51179376
10.0955733	6.63666952	0.51144888
10.11224	6.63426431	0.5113038
10.1291667	6.64036844	0.51198924
10.1455733	6.6437431	0.51408258
10.16224	6.63633391	0.51597744
10.1789067	6.64159009	0.51752094
10.196875	6.63696956	0.51875988
10.2135417	6.63189572	0.51907734
10.2299483	6.63829528	0.5198319
10.2455733	6.64091098	0.52146654
10.2640633	6.63622593	0.52290036
10.2789067	6.62865676	0.52338426
10.296615	6.62930769	0.5237256
10.3125	6.61927868	0.52347888
10.3299483	6.61021238	0.52122258
10.3471367	6.61662349	0.5186352
10.3640633	6.61760314	0.51716274
10.38125	6.62065694	0.51624654
10.3981783	6.62826485	0.51617322
10.4145833	6.61878042	0.51585672
10.4289067	6.61494967	0.51461808
10.4476567	6.61932125	0.51366576
10.46224	6.61930173	0.51327174
10.4802083	6.61317378	0.51222696
10.4971367	6.61289269	0.51030006
10.5135417	6.61487675	0.50876046
10.5291667	6.61415983	0.507969
10.546875	6.61718085	0.50749716
10.5632817	6.61932371	0.50741874
10.5802083	6.6228579	0.5078376
10.596875	6.6210224	0.5083578
10.6138033	6.61622234	0.50858112
10.6289067	6.61945396	0.50878416
10.646615	6.62217313	0.50927796
10.66224	6.62174101	0.50996424
10.68047	6.6170232	0.51022866
10.6981783	6.60224504	0.50871516
10.71224	6.60163618	0.50651928
10.7291667	6.60491443	0.5046288
10.746355	6.6100781	0.50315598
10.7640633	6.60962461	0.50227404
10.7799483	6.60875045	0.50131728
10.7971367	6.60663397	0.49998732
10.81224	6.60702562	0.49875768
10.83073	6.60874903	0.49823658
10.8455733	6.60238637	0.4975746
10.8635417	6.61155859	0.4971333
10.8799483	6.62094802	0.49832112
10.896615	6.61130261	0.499656
10.91224	6.60928545	0.50008524
10.93047	6.60763301	0.5003994
10.9455733	6.60364579	0.50033562
10.9625	6.60962345	0.50067798
10.9794283	6.60931614	0.50178492
10.996875	6.60356431	0.50227548
11.0145833	6.60262278	0.50215224
11.0289067	6.61171753	0.5028531
11.0455733	6.61016885	0.50436948
11.06224	6.60389315	0.50546352
11.0791667	6.60312068	0.5059872
11.0955733	6.59949578	0.50603832
11.11224	6.59843633	0.5055861
11.1289067	6.59790671	0.5049552
11.1458333	6.59910571	0.50448738
11.16224	6.60220579	0.50466288
11.1789067	6.6003812	0.50531706
11.196095	6.59941212	0.50575554
11.21224	6.59816516	0.5058222
11.2289067	6.60179615	0.50604918
11.246095	6.60764085	0.5074296
11.2625	6.60495479	0.50938476
11.2791667	6.60386832	0.51116772
11.2955733	6.60428713	0.51270564
11.31224	6.60511752	0.5139717
11.3289067	6.60001633	0.51517962
11.3455733	6.60078524	0.5163471
11.3625	6.59758112	0.51735204
11.3791667	6.59246642	0.5178684
11.396355	6.59901776	0.51874458
11.41224	6.59940776	0.52025106
11.4289067	6.59596703	0.52123254
11.4458333	6.59737111	0.52188978
11.46224	6.59670921	0.52279212
11.4789067	6.59097139	0.52322766
11.4955733	6.58927976	0.5233581
11.51224	6.5829717	0.52313388
11.5289067	6.58330761	0.52239048
11.5455733	6.59244161	0.52252536
11.5627617	6.59036473	0.52325364
11.5789067	6.58525057	0.522756
11.5958333	6.58130619	0.5215557
11.61224	6.58318625	0.52072806
11.6289067	6.58595779	0.52042608
11.6455733	6.59018758	0.52057764
11.66224	6.58970049	0.52141056
11.6794283	6.58712535	0.5222847
11.6955733	6.58589773	0.5227605
11.71224	6.57640191	0.52218954
11.7289067	6.57225942	0.52065648
11.7455733	6.57482376	0.51930816
11.7635417	6.57817477	0.51862278
11.7802083	6.57736352	0.51809946
11.796355	6.57635287	0.51733644
11.8135417	6.57808973	0.51673806
11.8299483	6.57191311	0.51591444
11.846875	6.57844911	0.51475836
11.877345	6.57944614	0.51401658
11.8950533	6.5738472	0.51336762
11.9127617	6.57591639	0.51267792
11.9286467	6.57626531	0.51195912
11.9445317	6.57476257	0.51126486
11.9627617	6.57028481	0.51013596
11.9802083	6.56384028	0.50825418
11.996095	6.56595021	0.50646012
12.0135417	6.57048523	0.50556192
12.0302083	6.57100227	0.5050194
12.046875	6.57638173	0.50501148
12.0638033	6.57277119	0.50533788
12.08047	6.57398312	0.5055987
12.096875	6.5732551	0.50584464
12.1135417	6.56587582	0.50529372
12.1302083	6.57309224	0.50467026
12.146875	6.57985125	0.50537304
12.1638033	6.57852852	0.50658732
12.1791667	6.57143397	0.50729934
12.196875	6.57674091	0.50783514
12.227345	6.57454622	0.50836812
12.2440117	6.56231647	0.50779752
12.2609383	6.5659038	0.50667144
12.278125	6.57135519	0.50628936
12.29375	6.57867906	0.50721102
12.31198	6.57770532	0.50876802
12.3296883	6.57069818	0.50986812
12.3453133	6.56782238	0.51055194
12.3601567	6.56736734	0.51129978
12.3765633	6.56361038	0.51186894
12.39349	6.55961269	0.51183504
12.4111983	6.56723205	0.51201624
12.4302083	6.5719056	0.51288396
12.446875	6.56535427	0.51340824
12.4635417	6.56485661	0.51370254
12.4802083	6.56297395	0.51437646
12.496095	6.56541926	0.51534654
12.5135417	6.57220177	0.51664122
12.5302083	6.57194785	0.51830202
12.546875	6.57010287	0.51990984
12.5632817	6.5613199	0.52082772
12.5802083	6.55383111	0.5205546
12.596875	6.55541398	0.52011798
12.6132817	6.55639617	0.51977118
12.6302083	6.55733341	0.51927516
12.646875	6.55895317	0.51904128
12.6627617	6.56327632	0.5193849
12.6789067	6.56208106	0.52002108
12.6955733	6.55680652	0.52013268
12.71224	6.55580533	0.51984744
12.73073	6.55576063	0.51943266
12.7481783	6.55780258	0.51914196
12.7640633	6.55401912	0.5185833
12.7815117	6.55501177	0.51775368
12.796875	6.5633381	0.51793326
12.8138033	6.56335521	0.51897948
12.8302083	6.55492747	0.51922314
12.8471367	6.55260136	0.51840828
12.8638033	6.5575829	0.51762924
12.88125	6.55585721	0.51718158
12.8984383	6.54694134	0.51624114
12.915105	6.54410376	0.51467856
12.9317717	6.54794842	0.51315414
12.9484383	6.54972715	0.51205176
12.965105	6.55142681	0.51117834
12.9815117	6.54869195	0.51008724
12.9976567	6.55075166	0.5091102
13.0143233	6.54628597	0.5080638
13.0302083	6.53873042	0.50605632
13.0476567	6.54246366	0.50385492
13.065105	6.54314288	0.50191398
13.08047	6.54588269	0.50006652
13.096875	6.55018377	0.4988058
13.1143233	6.55450349	0.49840476
13.1317717	6.55414924	0.49870908
13.146355	6.5455867	0.49853784
13.1640633	6.54731115	0.49796178
13.18073	6.54994087	0.49776042
13.196355	6.54685316	0.49732608
13.2132817	6.54237928	0.4962534
13.2302083	6.55122778	0.4956387
13.2471367	6.55001249	0.49583658
13.2643233	6.54052163	0.49548564
13.2817717	6.54414682	0.49464306
13.2976567	6.54844552	0.49417284
13.315105	6.55073033	0.49421298
13.33047	6.55002724	0.49461228
13.3473967	6.54766659	0.49455168
13.3630217	6.54536536	0.4937784
13.3802083	6.54879361	0.49354938
13.3973967	6.54957031	0.49410558
13.4140633	6.54733898	0.4943619
13.43125	6.55127809	0.49449786
13.4471367	6.55394561	0.49526004
13.465105	6.55314689	0.49631496
13.4817717	6.55722894	0.49744776
13.4984383	6.55727165	0.4986546
13.5145833	6.55256389	0.49962036
13.5315117	6.55104743	0.50066712
13.5455733	6.5508877	0.50183166
13.56224	6.55604736	0.50316732
13.5789067	6.56121097	0.50550372
13.5955733	6.55385788	0.50787936
13.61224	6.55058555	0.50947662
13.6289067	6.54961455	0.51080382
13.6455733	6.54727585	0.5115423
13.66224	6.54578336	0.51177408
13.6789067	6.54594524	0.5120892
13.6955733	6.55145688	0.51310482
13.71224	6.54480009	0.51420522
13.7289067	6.54418771	0.51493182
13.746355	6.54958633	0.51600642
13.7640633	6.54617601	0.51721518
13.78099	6.53842475	0.51755136
13.7989583	6.53840932	0.51720402
13.8138033	6.54381214	0.5173062
13.83099	6.54423742	0.51787116
13.8479167	6.54411207	0.51855486
13.8645833	6.54119803	0.5192775
13.88047	6.53734993	0.51934812
13.8976567	6.54207054	0.51934734
13.9143233	6.54386945	0.51994392
13.9320317	6.53500288	0.51994878
13.9484383	6.53450813	0.5191584
13.9643233	6.53973615	0.51911736
13.9791667	6.539052	0.51948942
13.9971367	6.54097941	0.51944178
14.0132817	6.54422991	0.5195508
14.03125	6.54316211	0.51986412
14.0476567	6.54382478	0.52034424
14.0645833	6.53923508	0.52086798
14.08125	6.53107404	0.52043964
14.09948	6.5336134	0.5196039
14.115625	6.53509625	0.51914508
14.13047	6.5310147	0.51841464
14.1458333	6.53579118	0.5178741
14.1640633	6.53266905	0.51755874
14.1799483	6.53289909	0.51712194
14.1973967	6.53984691	0.51749358
14.2135417	6.53588926	0.51812514
14.2302083	6.53130951	0.51803352
14.2458333	6.53263672	0.51769692
14.2632817	6.53052704	0.51738366
14.28047	6.52624049	0.51650286
14.2973967	6.52792118	0.51535686
14.315105	6.53303214	0.51503706
14.3328133	6.53389671	0.51576894
14.3489583	6.534464	0.51665946
14.3664067	6.53771535	0.51744066
14.3828133	6.53650163	0.51820074
14.39974	6.52809065	0.5182749
14.4143233	6.52428039	0.51746298
14.4291667	6.532741	0.51718818
14.446875	6.53168016	0.5176617
14.4640633	6.5293421	0.51804132
14.4815117	6.53809289	0.51902046
14.49948	6.53496627	0.52033122
14.5164067	6.5220683	0.52017402
14.5346367	6.5271829	0.5193621
14.5518233	6.53232128	0.51949488
14.5690117	6.53072684	0.51988158
14.58698	6.52606114	0.51995556
14.602605	6.51823686	0.51919644
14.61823	6.5235632	0.51815784
14.6351567	6.53229597	0.51844746
14.652605	6.52762773	0.51922698
14.6697917	6.52399807	0.5195994
14.68698	6.52255432	0.5197647
14.703125	6.52080051	0.51934032
14.7197917	6.52633608	0.51893472
14.7361983	6.52344275	0.51881646
14.753125	6.51433777	0.5179212
14.76875	6.52251175	0.51693522
14.78698	6.52521197	0.51681204
14.803125	6.516929	0.51648198
14.8190117	6.52636903	0.51623148
14.8356783	6.53421462	0.51706308
14.8536467	6.52609597	0.5178063
14.8703133	6.5147663	0.51691032
14.88698	6.5133266	0.51500676
14.9015633	6.51801561	0.51363414
14.91849	6.51812191	0.51260166
14.9354167	6.51678638	0.511365
14.9515633	6.52215295	0.51058764
14.9674483	6.5265692	0.51074034
14.9848967	6.52263598	0.5107764
15.0036467	6.51332123	0.50963862
